entry_time,exit_time,direction,r_multiple,exit_reason,initial_risk
2021-07-20 09:45:00-04:00,2021-07-20 09:55:00-04:00,1,3.9710558970943315,target,3.7062618268191727
2021-07-21 09:45:00-04:00,2021-07-21 15:05:00-04:00,1,3.961858576175404,target,2.854692435994366
2021-08-19 09:45:00-04:00,2021-08-19 10:40:00-04:00,1,-1.0229052083262717,stop,4.784914787844173
2021-08-20 09:45:00-04:00,2021-08-20 10:15:00-04:00,1,3.9708374286430836,target,3.800514926663709
2021-09-08 09:45:00-04:00,2021-09-08 09:50:00-04:00,1,-1.0492330218623824,stop,2.2921372664723094
2021-09-09 09:45:00-04:00,2021-09-09 11:15:00-04:00,1,-1.0410924603331335,stop,2.7500245847868428
2021-09-15 09:45:00-04:00,2021-09-15 09:50:00-04:00,1,-1.0402235011970915,stop,2.76557522334042
2021-09-20 09:45:00-04:00,2021-09-20 09:50:00-04:00,1,-1.023513796101275,stop,4.651160217716097
2021-09-21 09:45:00-04:00,2021-09-21 09:55:00-04:00,1,-1.0278962534280263,stop,3.928155202253947
2021-09-22 09:55:00-04:00,2021-09-22 10:00:00-04:00,1,3.960344135528706,target,2.767230925182048
2021-09-23 09:45:00-04:00,2021-09-23 10:50:00-04:00,1,3.9744040379511456,target,4.350600608322566
2021-10-05 09:50:00-04:00,2021-10-05 10:05:00-04:00,1,3.9677965785598284,target,3.3682111861962767
2021-10-07 09:50:00-04:00,2021-10-07 10:15:00-04:00,1,3.9671164284628633,target,3.367471257651232
2021-10-11 09:45:00-04:00,2021-10-11 10:00:00-04:00,1,3.9682848820575773,target,3.477061933620462
2021-10-14 09:45:00-04:00,2021-10-14 09:50:00-04:00,1,-1.0450435198355683,stop,2.4470857373926265
2021-11-23 09:45:00-05:00,2021-11-23 10:05:00-05:00,1,-1.0341765877608542,stop,3.4260223569554
2021-11-30 09:55:00-05:00,2021-11-30 10:00:00-05:00,1,-1.0199466290659998,stop,5.802499719951811
2021-12-01 10:00:00-05:00,2021-12-01 10:40:00-05:00,1,-1.0301353073826935,stop,3.8339418853620373
2021-12-02 09:45:00-05:00,2021-12-02 10:35:00-05:00,1,-1.0155332778719444,stop,7.30850602868486
2021-12-06 10:10:00-05:00,2021-12-06 12:25:00-05:00,1,3.9780435043522955,target,5.229748829405253
2022-01-07 09:45:00-05:00,2022-01-07 10:00:00-05:00,1,-1.0254347792667537,stop,4.618531384908238
2022-01-14 09:45:00-05:00,2022-01-14 09:50:00-05:00,1,-1.0205237491361827,stop,5.6549855774565
2022-01-20 09:45:00-05:00,2022-01-20 09:55:00-05:00,1,3.9704309177481014,target,3.8756833101615484
